2023   1  0 2583 51 52  55  29   5.6   5.0  -8.4 112.8  -1.9   4.6  -0.7   4.6   0.4   0.1   2.3   1.4   0.7   1.7  111138.   2.4  603.  -1.3  -0.9 0.038  1.68   20295.   0.2   18.   1.6   2.1 0.004  -0.24   0.76   8.3 23 108   -23 9999 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0   9 147.5 999.9 99999 99999  6.5
2023   1  1 2583 51 52  60  34   5.0   4.0   8.0 189.2  -3.9  -0.6   0.6  -0.7   0.5   0.2   2.7   1.3   2.1   1.3  157287.   2.6  582.   4.8  -2.8 0.046  1.74   30152.   0.3   13.   2.4   1.7 0.006  -0.29   1.24   9.4 23 108   -21 9999 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0   9 147.5 999.9 99999 99999  6.5
2023   1  2 2583 51 52  59  36   5.2   4.4  20.4 196.9  -3.9  -1.2   1.5  -1.5   1.2   0.1   2.6   1.0   1.4   1.9  143309.   2.6  581.   5.0  -3.6 0.044  1.72   18704.   0.2   15.   1.9   2.5 0.005  -0.70   1.09   9.0 23 108   -23 9999 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0   9 147.5 999.9 99999 99999  6.5
2023   1  3 2583 51 52  63  36   5.0   3.7   5.8 156.7  -3.4   1.5   0.4   1.4   0.6   0.1   3.1   1.4   2.3   1.5  138155.   2.4  576.   1.7  -2.3 0.046  1.57   27907.   0.2   13.   3.0   2.0 0.005  -0.35   1.06   8.9 30 108   -26 9999 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0  15 147.5 999.9 99999 99999  6.4
2023   1  4 2583 51 52  59  28   4.9   3.7  11.0 131.0  -2.4   2.7   0.7   2.6   1.0   0.1   3.1   1.2   2.7   1.1  130313.   2.5  585.  -0.1  -2.4 0.044  1.68   15358.   0.2   10.   2.9   1.2 0.003  -0.58   1.12   9.4 30 108   -26 9999 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0  15 147.5 999.9 99999 99999  6.7
2023   1  5 2583 51 52  58  32   4.8   4.0  25.6 167.1  -3.5   0.8   1.7   0.7   1.7   0.1   2.5   1.0   2.0   1.1  125800.   2.5  569.   2.3  -3.7 0.043  1.58   12860.   0.1   13.   2.6   1.7 0.003  -0.97   1.15   9.4 30 108   -23 9999 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0  15 147.5 999.9 99999 99999  6.6
2023   1  6 2583 51 52  58  30   4.8   4.6   2.8 181.3  -4.6  -0.1   0.2  -0.1   0.2   0.0   1.2   0.2   1.0   0.7  126272.   2.3  548.   3.7  -1.5 0.042  1.35   14309.   0.1    5.   1.6   1.3 0.002  -0.11   1.06   8.7 20 108   -19 9999 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0   7 147.5 999.9 99999 99999  6.3
2023   1  7 2583 51 52  61  37   4.8   4.6  12.1 172.1  -4.5   0.6   1.0   0.6   1.0   0.1   1.3   0.4   1.1   0.6  131445.   2.2  543.   2.7  -2.7 0.045  1.28   18310.   0.1    6.   1.8   1.2 0.003  -0.54   1.03   8.4 20 108   -17 9999 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0   7 147.5 999.9 99999 99999  6.1
2023   1  8 2583 51 52  60  28   4.8   3.8  12.3 150.0  -3.2   1.9   0.8   2.0   0.7   0.1   2.7   1.1   1.6   1.9  120878.   2.4  553.   1.0  -1.6 0.042  1.43   19019.   0.2   13.   2.2   2.9 0.004  -0.39   1.08   8.9 20 108   -16 9999 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0   7 147.5 999.9 99999 99999  6.4
2023   1  9 2583 51 52  59  34   4.9   3.7 -28.3 136.8  -2.4   2.2  -1.8   2.0  -2.0   0.1   3.1   1.7   1.5   2.1  101674.   2.4  559.   0.5   1.2 0.038  1.44   10248.   0.2   21.   2.0   3.0 0.004   1.12   0.96   8.8 27 108   -15 9999 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0  12 147.5 999.9 99999 99999  6.5
2023   1 10 2583 51 52  62  35   5.0   4.3  11.9 140.1  -3.2   2.7   0.9   2.8   0.6   0.1   2.4   1.0   1.2   1.8   83809.   2.3  546.  -0.3  -1.8 0.031  1.29   16649.   0.2   14.   1.8   3.0 0.004  -0.33   0.81   8.3 27 108   -19 9999 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0  12 147.5 999.9 99999 99999  6.3
2023   1 11 2583 51 52  57  34   4.8   4.7  34.1 189.2  -3.8  -0.6   2.6  -0.4   2.6   0.0   1.0   0.3   0.8   0.5   99753.   2.4  541.   3.6  -4.6 0.048  1.40   11400.   0.2    5.   1.0   0.6 0.006  -1.41   0.99   8.7 27 108   -19 9999 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0  12 147.5 999.9 99999 99999  6.4
2023   1 12 2583 51 52  64  27   4.7   3.9  -1.2 152.1  -3.4   1.8  -0.1   1.8  -0.2   0.1   2.5   1.6   1.5   1.3  120895.   2.4  535.   0.8  -1.1 0.050  1.38   25223.   0.3   14.   1.8   2.2 0.009   0.11   1.13   8.8 17 108   -17 9999 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0   6 147.5 999.9 99999 99999  6.3
2023   1 13 2583 51 52  54  29   4.7   3.8  -9.4 133.3  -2.6   2.8  -0.6   2.8  -0.7   0.1   2.4   1.2   1.0   1.8  114336.   2.7  537.  -0.6  -0.3 0.047  1.54   18477.   0.2   13.   0.9   2.4 0.004   0.38   1.23   9.4 17 108   -16 9999 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0   6 147.5 999.9 99999 99999  6.5
2023   1 14 2583 51 52  64  27   4.7   4.4 -12.2 107.1  -1.3   4.1  -0.9   4.1  -1.0   0.1   1.5   1.2   0.7   0.6  103012.   2.6  539.  -2.1   0.3 0.040  1.46   11888.   0.2   10.   0.7   0.8 0.003   0.54   1.13   9.2 17 108   -20 9999 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0   6 147.5 999.9 99999 99999  6.6
2023   1 15 2583 51 52  56  32   4.7   4.0  -5.5 131.8  -2.6   3.0  -0.4   3.0  -0.3   0.1   2.4   1.5   1.2   1.5  105619.   2.6  522.  -1.0  -0.5 0.042  1.38   12464.   0.2   17.   1.1   2.1 0.005   0.16   1.15   9.0 27 108   -18 9999 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0  12 147.5 999.9 99999 99999  6.3
